"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"CH","2024-07-12","75.7","-3.48","3.86","Jacob, Alek",682183,689690,,"ball",,,,,13,"Drew Avans walks.","R","L","R","OKC","ELP","B",,,2,2,2024,"-1.37","0.04","-1.02","1.29",,,,1,8,"Bot",,,,,,,7.7059588111630895,-109.98736820623328,1.6928613753073114,-12.44423277721375,17.808006934223705,-32.34417910511968,"3.11","1.57",,,,"77.2",2045,"7.3",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.23",,,,,,,,72,5,"Changeup",6,4,6,4,4,6,6,4,"Infield shade","Standard",274,"0","0.131",,,,"-0.131",,2,2,"0.937","0.937",26,28,26,28,1,4,,,,,"3.92","1.37","-1.37",,,,,,
"SI","2024-07-12","87.1","-3.52","3.77","Jacob, Alek",682183,689690,,"ball",,,,,11,"Drew Avans walks.","R","L","R","OKC","ELP","B",,,1,2,2024,"-1.41","0.13","-1.54","2.85",,,,1,8,"Bot",,,,,,,7.74655981092169,-126.60210931074107,3.739699570443581,-16.675414468849727,23.954658237228013,-31.70828588851398,"3.11","1.57",,,,"88.6",2197,"7.1",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.37",,,,,,,,72,4,"Sinker",6,4,6,4,4,6,6,4,"Infield shade","Standard",246,"0","0.057",,,,"-0.057",,2,2,"0.937","0.937",26,28,26,28,1,4,,,,,"2.86","1.41","-1.41",,,,,,
"FF","2024-07-12","86.9","-3.41","3.97","Jacob, Alek",682183,689690,,"ball",,,,,12,"Drew Avans walks.","R","L","R","OKC","ELP","B",,,0,2,2024,"-0.94","1.06","0.22","4.37",,,,1,8,"Bot",,,,,,,10.749838528252738,-126.10744935783002,5.049050386959154,-12.006193760964106,22.64515686121427,-22.00239061346651,"3.11","1.57",,,,"88.5",2302,"7.2",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.3",,,,,,,,72,3,"4-Seam Fastball",6,4,6,4,4,6,6,4,"Infield shade","Standard",239,"0","0.048",,,,"-0.048",,2,2,"0.937","0.937",26,28,26,28,1,4,,,,,"1.95","0.94","-0.94",,,,,,
"CH","2024-07-12","74.8","-3.54","3.8","Jacob, Alek",682183,689690,,"swinging_strike",,,,,13,"Drew Avans walks.","R","L","R","OKC","ELP","S",,,0,1,2024,"-1.51","0.06","-0.37","1.02",,,,1,8,"Bot",,,,,,,9.305446509931253,-108.43482253593697,1.4496075878813786,-13.520843732538559,19.188685895039892,-32.21107080885497,"3.11","1.57",,,,"75.7",1987,"7.2",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.34",,,,,,,,72,2,"Changeup",6,4,6,4,4,6,6,4,"Standard","Standard",274,"0","-0.073",,,,"0.073",,2,2,"0.937","0.937",26,28,26,28,1,4,,,,,"4.05","1.51","-1.51",,,,,,
"SI","2024-07-12","86.1","-3.51","3.64","Jacob, Alek",682183,689690,,"called_strike",,,,,5,"Drew Avans walks.","R","L","R","OKC","ELP","S",,,0,0,2024,"-1.32","0.33","0.18","2.39",,,,1,8,"Bot",,,,,,,11.591807444348936,-124.84185154055865,2.7082823761751813,-16.10099255790051,24.249162921787843,-29.519509588005644,"3.11","1.57",,,,"87.3",2078,"7.1",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.36",,,,,,,,72,1,"Sinker",6,4,6,4,4,6,6,4,"Standard","Standard",251,"0","-0.066",,,,"0.066",,2,2,"0.937","0.937",26,28,26,28,1,4,,,,,"2.76","1.32","-1.32",,,,,,
"ST","2024-07-12","73.4","-2.37","3.84","Jacob, Alek",608360,689690,"field_out","hit_into_play",,,,,12,"Chris Okey pops out to shortstop Clay Dungan.","R","R","R","OKC","ELP","X",6,"popup",0,2,2024,"1.21","0.28","0.87","3.03",,,,0,8,"Bot",103.36,141.05,,,,,4.539255846484878,-106.70429413214893,5.332156368664867,8.415275267884292,18.812085066610415,-31.24258943933057,"3.16","1.59",160,"58",50,"74.5",2182,"7.2",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.31",0.071,0.064,"0",1,0,0,1,71,4,"Sweeper",6,4,6,4,4,6,6,4,"Standard","Standard",81,"-0.005","-0.161",,,0.071,"0.161","88.0",2,2,"0.942","0.942",26,29,26,30,1,3,,,,,"3.97","-1.21","-1.21",,,,,,
"SI","2024-07-12","86.3","-2.15","3.86","Jacob, Alek",608360,689690,,"foul",,,,,11,"Chris Okey pops out to shortstop Clay Dungan.","R","R","R","OKC","ELP","S",,,0,2,2024,"-1.32","0.55","-0.57","3.88",,,,0,8,"Bot",,,,,,,6.551608974479931,-125.36629763690915,5.279756753211411,-15.25500563347869,25.400042974284332,-27.747666201894614,"3.16","1.59",218,"70.9",30,"87.4",2179,"7.1",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.41",,,,,,,,71,3,"Sinker",6,4,6,4,4,6,6,4,"Standard","Standard",242,"0","0",,,,"0","88.0",2,2,"0.942","0.942",26,29,26,30,1,3,,,,,"2.53","1.32","1.32",,,,,,
"CH","2024-07-12","74.1","-2.08","3.87","Jacob, Alek",608360,689690,,"called_strike",,,,,6,"Chris Okey pops out to shortstop Clay Dungan.","R","R","R","OKC","ELP","S",,,0,1,2024,"-0.99","0.34","0.37","2.38",,,,0,8,"Bot",,,,,,,6.806519567262772,-107.58969083580975,3.734073251940873,-8.872893240525034,19.22163992743666,-30.444088625879242,"3.16","1.59",,,,"74.9",1986,"7.1",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.4",,,,,,,,71,2,"Changeup",6,4,6,4,4,6,6,4,"Standard","Standard",273,"0","-0.074",,,,"0.074",,2,2,"0.942","0.942",26,29,26,30,1,3,,,,,"3.84","0.99","0.99",,,,,,
"SI","2024-07-12","85.1","-2.17","3.78","Jacob, Alek",608360,689690,,"called_strike",,,,,1,"Chris Okey pops out to shortstop Clay Dungan.","R","R","R","OKC","ELP","S",,,0,0,2024,"-1.46","0.34","-0.71","2.95",,,,0,8,"Bot",,,,,,,6.4125513807667,-123.7322194324414,3.7352437427654506,-16.24220541487311,24.141175851523688,-29.67391434282467,"3.16","1.59",,,,"86",2205,"6.9",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.63",,,,,,,,71,1,"Sinker",6,4,6,4,4,6,6,4,"Standard","Standard",252,"0","-0.07",,,,"0.07",,2,2,"0.942","0.942",26,29,26,30,1,3,,,,,"2.81","1.46","1.46",,,,,,
"CH","2024-07-12","74.4","-2.22","3.74","Jacob, Alek",572008,689690,"strikeout","swinging_strike",,,,,7,"Chris Owings strikes out swinging.","R","R","R","OKC","ELP","S",2,,2,2,2024,"-1.16","-0.02","-0.33","1.76",,,,2,7,"Bot",,,,,,,6.012139901726338,-108.21479741497124,3.197462761311459,-10.15164313601921,16.762857224736397,-33.02162581363878,"3.11","1.57",,,,"75.9",1890,"7.1",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.37",,0,"0",1,0,0,,67,6,"Changeup",6,4,6,4,4,6,6,4,"Standard","Standard",274,"-0.006","-0.23",,,,"0.23",,2,2,"0.876","0.876",26,32,26,33,1,3,,,,,"4.1","1.16","1.16",,,,,,
"CH","2024-07-12","75.6","-2.44","3.66","Jacob, Alek",572008,689690,,"ball",,,,,14,"Chris Owings strikes out swinging.","R","R","R","OKC","ELP","B",,,1,2,2024,"-1.22","-0.06","0.58","0.73",,,,2,7,"Bot",,,,,,,8.604669153353619,-109.75464600911376,1.123121376608287,-11.338374680577813,17.604822393807236,-33.04815915063948,"3.11","1.57",,,,"77.1",1903,"7.2",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.25",,,,,,,,67,5,"Changeup",6,4,6,4,4,6,6,4,"Standard","Standard",278,"0","0.05",,,,"-0.05",,2,2,"0.876","0.876",26,32,26,33,1,3,,,,,"4.03","1.22","1.22",,,,,,
"ST","2024-07-12","72.7","-2.42","3.74","Jacob, Alek",572008,689690,,"foul",,,,,13,"Chris Owings strikes out swinging.","R","R","R","OKC","ELP","S",,,1,2,2024,"1.2","-0.03","-0.56","1.33",,,,2,7,"Bot",,,,,,,1.6904326504259166,-105.94102682422945,2.6052098947659372,8.828094206566638,17.2194895796361,-32.99752685745781,"3.11","1.57",1,"43.7",-58,"74",2296,"7.1",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.4",,,,,,,,67,4,"Sweeper",6,4,6,4,4,6,6,4,"Standard","Standard",81,"0","0",,,,"0","88.0",2,2,"0.876","0.876",26,32,26,33,1,3,,,,,"4.31","-1.2","-1.2",,,,,,
"SI","2024-07-12","87.2","-2.2","3.77","Jacob, Alek",572008,689690,,"ball",,,,,12,"Chris Owings strikes out swinging.","R","R","R","OKC","ELP","B",,,0,2,2024,"-1.37","0.25","0.23","3.28",,,,2,7,"Bot",,,,,,,8.816376296651063,-126.72353134555404,4.553920742972197,-16.49552618275048,23.399383419944243,-30.589164632914187,"3.11","1.57",,,,"89",2247,"7.3",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.24",,,,,,,,67,3,"Sinker",6,4,6,4,4,6,6,4,"Standard","Standard",245,"0","0.042",,,,"-0.042",,2,2,"0.876","0.876",26,32,26,33,1,3,,,,,"2.73","1.37","1.37",,,,,,
"CH","2024-07-12","74.9","-2.15","3.93","Jacob, Alek",572008,689690,,"foul",,,,,6,"Chris Owings strikes out swinging.","R","R","R","OKC","ELP","S",,,0,1,2024,"-1.22","0.59","0.33","2.31",,,,2,7,"Bot",,,,,,,7.373753141143945,-108.78866438052813,2.8880708904480876,-10.971394450321574,19.107378305782007,-28.273250178566233,"3.11","1.57",,,,"75.8",2124,"7",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.48",,,,,,,,67,2,"Changeup",6,4,6,4,4,6,6,4,"Standard","Standard",268,"0","-0.066",,,,"0.066",,2,2,"0.876","0.876",26,32,26,33,1,3,,,,,"3.49","1.22","1.22",,,,,,
"SI","2024-07-12","88","-2.26","3.74","Jacob, Alek",572008,689690,,"called_strike",,,,,6,"Chris Owings strikes out swinging.","R","R","R","OKC","ELP","S",,,0,0,2024,"-1.5","0.25","0.67","2.26",,,,2,7,"Bot",,,,,,,10.386935645629704,-127.74203732811672,2.037868494848946,-18.556110189255687,24.87676921655246,-30.10693674530414,"3.11","1.57",,,,"89.4",2284,"7.2",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.31",,,,,,,,67,1,"Sinker",6,4,6,4,4,6,6,4,"Standard","Standard",250,"0","-0.062",,,,"0.062",,2,2,"0.876","0.876",26,32,26,33,1,3,,,,,"2.7","1.5","1.5",,,,,,
"ST","2024-07-12","73.5","-2.32","3.74","Jacob, Alek",702789,689690,"field_out","hit_into_play",,,,,14,"Austin Gauthier pops out to second baseman Nate Mondou.","R","R","R","OKC","ELP","X",4,"popup",1,2,2024,"1.15","0.2","0.99","2.24",,,,1,7,"Bot",143.2,167.9,,,,,4.775554528138649,-106.79970389269774,4.047060680085039,7.931507955532434,18.945172038171194,-31.6312433632439,"3.14","1.59",96,"71.8",71,"74.3",2214,"7.1",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.44",0.001,0,"0",1,0,0,3,66,4,"Sweeper",6,4,6,4,4,6,6,4,"Standard","Standard",81,"-0.007","-0.199",,,0.001,"0.199","88.0",2,2,"0.883","0.883",26,25,26,25,1,3,,,,,"4.05","-1.15","-1.15",,,,,,
"CH","2024-07-12","72.1","-2.28","3.77","Jacob, Alek",702789,689690,,"ball",,,,,11,"Austin Gauthier pops out to second baseman Nate Mondou.","R","R","R","OKC","ELP","B",,,0,2,2024,"-1.33","0.06","-2.35","2.5",,,,1,7,"Bot",,,,,,,2.1327381252946873,-104.86621616173228,4.854322680019367,-10.163546760047863,17.269202661929736,-32.757877059800805,"3.14","1.59",,,,"72.8",1925,"6.8",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.73",,,,,,,,66,3,"Changeup",6,4,6,4,4,6,6,4,"Standard","Standard",275,"0","0.048",,,,"-0.048",,2,2,"0.883","0.883",26,25,26,25,1,3,,,,,"4.32","1.33","1.33",,,,,,
"CH","2024-07-12","73.3","-2.16","3.8","Jacob, Alek",702789,689690,,"swinging_strike",,,,,6,"Austin Gauthier pops out to second baseman Nate Mondou.","R","R","R","OKC","ELP","S",,,0,1,2024,"-1.19","0.67","0.61","2.16",,,,1,7,"Bot",,,,,,,7.738505241809427,-106.34737562801192,2.9661243478997505,-10.349477297890601,18.55270924064101,-27.877254044864667,"3.14","1.59",,,,"74",1986,"7",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.47",,,,,,,,66,2,"Changeup",6,4,6,4,4,6,6,4,"Standard","Standard",267,"0","-0.073",,,,"0.073",,2,2,"0.883","0.883",26,25,26,25,1,3,,,,,"3.6","1.19","1.19",,,,,,
"SI","2024-07-12","86.6","-2.35","3.77","Jacob, Alek",702789,689690,,"called_strike",,,,,1,"Austin Gauthier pops out to second baseman Nate Mondou.","R","R","R","OKC","ELP","S",,,0,0,2024,"-1.56","0.31","-0.55","2.84",,,,1,7,"Bot",,,,,,,7.630551427988289,-125.81861739641919,3.4312300480753075,-18.151070579397338,24.699184354748542,-29.817081935336088,"3.14","1.59",,,,"88.2",2237,"7.3",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.19",,,,,,,,66,1,"Sinker",6,4,6,4,4,6,6,4,"Standard","Standard",248,"0","-0.066",,,,"0.066",,2,2,"0.883","0.883",26,25,26,25,1,3,,,,,"2.73","1.56","1.56",,,,,,
"SI","2024-07-12","86.6","-2.21","3.78","Jacob, Alek",676701,689690,"field_out","hit_into_play",,,,,13,"Alan Trejo lines out to first baseman Graham Pauley.","R","R","R","OKC","ELP","X",3,"line_drive",0,0,2024,"-1.48","0.28","-0.96","2.44",,,,0,7,"Bot",154.06,163.72,,,,,6.087767503365093,-125.96154904073519,2.4980099382463603,-16.96824266664759,25.383362676012233,-29.938525528229903,"3.3","1.67",118,"76.1",9,"87.9",2241,"7.1",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.38",0.337,0.312,"0",1,0,0,2,65,1,"Sinker",6,4,6,4,4,6,6,4,"Standard","Standard",250,"-0.01","-0.304",,,0.377,"0.304","88.0",2,2,"0.893","0.893",26,28,26,28,1,3,,,,,"2.76","1.48","1.48",,,,,,
"SI","2024-07-12","85.6","-2.13","3.65","Jacob, Alek",682616,689690,"field_out","hit_into_play",,,,,1,"Diego Cartaya grounds out softly, pitcher Alek Jacob to first baseman Graham Pauley.","R","R","R","OKC","ELP","X",1,"ground_ball",2,2,2024,"-1.42","0.1","-0.57","3.33",,669899,,2,6,"Bot",128.51,184.62,,,,,6.616994856192523,-124.30878385256305,5.392151583690583,-16.085703310304513,24.194964241910927,-32.395583457580436,"3.34","1.69",2,"57.5",-59,"86.6",2159,"7",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.52",0.229,0.206,"0",1,0,0,1,61,5,"Sinker",6,4,6,4,4,6,6,4,"Standard","Standard",251,"-0.021","-0.23",,,0.234,"0.23","88.0",2,2,"0.845","0.845",26,22,26,23,1,3,,,,,"3.01","1.42","1.42",,,,,,
"ST","2024-07-12","74.3","-2.26","3.7","Jacob, Alek",682616,689690,,"ball",,,,,14,"Diego Cartaya grounds out softly, pitcher Alek Jacob to first baseman Graham Pauley.","R","R","R","OKC","ELP","B",,,1,2,2024,"1.19","0.01","2.24","2.23",,,669899,2,6,"Bot",,,,,,,7.214379915153228,-107.84225495067042,4.3475953706547505,7.931996779767044,19.39316976039446,-33.140554482309504,"3.34","1.69",,,,"75",2334,"7",751850,608700,688363,670148,676946,687867,672359,640458,640492,"53.48",,,,,,,,61,4,"Sweeper",6,4,6,4,4,6,6,4,"Infield shade","Standard",83,"0.007","0.049",,,,"-0.049",,2,2,"0.838","0.838",26,22,26,23,1,3,,,,,"4.15","-1.19","-1.19",,,,,,
"SI","2024-07-09","87.9","-1.98","3.78","Jacob, Alek",682210,689690,"field_out","hit_into_play",,,,,4,"Kody Hoese flies out to right fielder Eguy Rosario.","R","R","R","OKC","ELP","X",9,"fly_ball",3,2,2024,"-1.5","0.37","-0.34","2.65",,702789,682183,2,9,"Bot",171.09,106.9,,,,,7.188834255793029,-127.74949750157778,2.6717418409931533,-17.904236427194245,26.391201550580778,-28.954198645275746,"3.33","1.68",257,"75.7",32,"89.1",2283,"7.1",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.39",0.171,0.155,"0",1,0,0,3,80,8,"Sinker",3,7,3,7,7,3,3,7,"Standard","Standard",244,"-0.012","-0.335",,,0.206,"0.335","88.0",-4,-4,"0.012","0.012",26,26,26,27,1,4,,,,,"2.59","1.5","1.5",,,,,,
"SI","2024-07-09","88.4","-2.14","3.81","Jacob, Alek",682210,689690,,"foul",,,,,5,"Kody Hoese flies out to right fielder Eguy Rosario.","R","R","R","OKC","ELP","S",,,3,2,2024,"-1.51","0.3","-0.23","2.25",,702789,682183,2,9,"Bot",,,,,,,7.931603532439939,-128.45718978044695,1.7009447860774887,-18.30332217894362,25.648698660432025,-29.37396977909279,"3.33","1.68",125,"75.1",10,"89.9",2244,"7.2",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.27",,,,,,,,80,7,"Sinker",3,7,3,7,7,3,3,7,"Standard","Standard",252,"0","0",,,,"0","88.0",-4,-4,"0.012","0.012",26,26,26,27,1,4,,,,,"2.61","1.51","1.51",,,,,,
"ST","2024-07-09","76.1","-2.11","3.73","Jacob, Alek",682210,689690,,"ball",,,,,12,"Kody Hoese flies out to right fielder Eguy Rosario.","R","R","R","OKC","ELP","B",,,2,2,2024,"1.05","0.56","2.4","2.64",,702789,682183,2,9,"Bot",,,,,,,7.666647272798485,-110.54333301726795,3.881522030570342,7.224861528763426,19.89315814157518,-28.542959456246315,"3.33","1.68",,,,"77",2264,"7.1",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.43",,,,,,,,80,6,"Sweeper",3,7,3,7,7,3,3,7,"Standard","Standard",84,"0","0.085",,,,"-0.085",,-4,-4,"0.012","0.012",26,26,26,27,1,4,,,,,"3.39","-1.05","-1.05",,,,,,
"ST","2024-07-09","74.8","-2.27","3.59","Jacob, Alek",682210,689690,,"ball",,,,,14,"Kody Hoese flies out to right fielder Eguy Rosario.","R","R","R","OKC","ELP","B",,,1,2,2024,"1.18","0.37","2.11","2.05",,702789,682183,2,9,"Bot",,,,,,,7.063793048048418,-108.61743854989807,3.469950735711635,8.061624238815781,19.375236035901438,-30.106157703968204,"3.33","1.68",,,,"75.8",2148,"7.2",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.35",,,,,,,,80,5,"Sweeper",3,7,3,7,7,3,3,7,"Standard","Standard",80,"0","0.038",,,,"-0.038",,-4,-4,"0.012","0.012",26,26,26,27,1,4,,,,,"3.73","-1.18","-1.18",,,,,,
"CH","2024-07-09","75.2","-2.33","3.61","Jacob, Alek",682210,689690,,"foul",,,,,7,"Kody Hoese flies out to right fielder Eguy Rosario.","R","R","R","OKC","ELP","S",,,1,2,2024,"-1.49","0.13","-0.76","1.9",,702789,682183,2,9,"Bot",,,,,,,5.9760352038429,-109.32078127653804,3.4332387028721114,-12.974945109653323,18.964838266659036,-31.92756531248055,"3.33","1.68",26,"99.1",-3,"76.2",2157,"7.1",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.45",,,,,,,,80,4,"Changeup",3,7,3,7,7,3,3,7,"Standard","Standard",279,"0","0",,,,"0","99.1",-4,-4,"0.012","0.012",26,26,26,27,1,4,,,,,"3.9","1.49","1.49",,,,,,
"SI","2024-07-09","86.9","-2.11","3.9","Jacob, Alek",682210,689690,,"ball",,,,,11,"Kody Hoese flies out to right fielder Eguy Rosario.","R","R","R","OKC","ELP","B",,,0,2,2024,"-1.4","0.35","-1.43","4.2",,702789,682183,2,9,"Bot",,,,,,,4.569088619030208,-126.25191907617078,6.36797007243216,-15.887442112336535,26.57232797206679,-30.00636527051278,"3.33","1.68",,,,"88.2",2205,"7.3",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.21",,,,,,,,80,3,"Sinker",3,7,3,7,7,3,3,7,"Standard","Standard",240,"0","0.048",,,,"-0.048",,-4,-4,"0.012","0.012",26,26,26,27,1,4,,,,,"2.68","1.4","1.4",,,,,,
"SI","2024-07-09","87.7","-2.17","3.68","Jacob, Alek",682210,689690,,"called_strike",,,,,5,"Kody Hoese flies out to right fielder Eguy Rosario.","R","R","R","OKC","ELP","S",,,0,1,2024,"-1.41","0.16","0.17","2.79",,702789,682183,2,9,"Bot",,,,,,,8.70505535766608,-127.30847947691366,3.7609026407156074,-17.079452677186914,26.246449552384867,-31.531243099512217,"3.33","1.68",,,,"89.1",2262,"7.3",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.23",,,,,,,,80,2,"Sinker",3,7,3,7,7,3,3,7,"Standard","Standard",245,"0","-0.075",,,,"0.075",,-4,-4,"0.012","0.012",26,26,26,27,1,4,,,,,"2.82","1.41","1.41",,,,,,
"FF","2024-07-09","86.9","-2.03","3.77","Jacob, Alek",682210,689690,,"swinging_strike",,,,,11,"Kody Hoese flies out to right fielder Eguy Rosario.","R","R","R","OKC","ELP","S",,,0,0,2024,"-1.19","0.76","-0.89","3.21",,702789,682183,2,9,"Bot",,,,,,,5.260720463967745,-126.30707059309205,3.3776507902086705,-13.80392260958366,26.89117928742631,-25.00175933634354,"3.33","1.68",,,,"88",2217,"7.1",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.38",,,,,,,,80,1,"4-Seam Fastball",3,7,3,7,7,3,3,7,"Standard","Standard",247,"0","-0.061",,,,"0.061",,-4,-4,"0.012","0.012",26,26,26,27,1,4,,,,,"2.27","1.19","1.19",,,,,,
"CH","2024-07-09","73.9","-3.42","3.51","Jacob, Alek",669899,689690,"strikeout","swinging_strike",,,,,13,"Ryan Ward strikes out swinging.","R","L","R","OKC","ELP","S",2,,1,2,2024,"-1.23","-0.44","-1.61","0.93",,702789,682183,1,9,"Bot",,,,,,,5.900858900864074,-107.42517993980066,2.8850773089904456,-10.585333972647241,19.121502420896945,-36.3566167761146,"3.12","1.57",,,,"74.7",2042,"7",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.47",,0,"0",1,0,0,,79,5,"Changeup",3,7,3,7,7,3,3,7,"Standard","Standard",283,"-0.027","-0.18",,,,"0.18",,-4,-4,"0.039","0.039",26,26,26,26,1,4,,,,,"4.63","1.23","-1.23",,,,,,
"FF","2024-07-09","88.7","-3.46","4.05","Jacob, Alek",669899,689690,,"foul",,,,,12,"Ryan Ward strikes out swinging.","R","L","R","OKC","ELP","S",,,1,2,2024,"-0.8","0.79","0.56","3.85",,702789,682183,1,9,"Bot",,,,,,,11.68481662775742,-128.5872178179716,4.045176365320687,-11.279304155237638,25.878449126614385,-24.516390813056965,"3.12","1.57",,,,"90.1",2225,"7.3",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.23",,,,,,,,79,4,"4-Seam Fastball",3,7,3,7,7,3,3,7,"Standard","Standard",232,"0","0",,,,"0",,-4,-4,"0.039","0.039",26,26,26,26,1,4,,,,,"2.12","0.8","-0.8",,,,,,
"SI","2024-07-09","87.2","-3.29","3.71","Jacob, Alek",669899,689690,,"swinging_strike",,,,,3,"Ryan Ward strikes out swinging.","R","L","R","OKC","ELP","S",,,1,1,2024,"-1.46","0.19","0.37","2.87",,702789,682183,1,9,"Bot",,,,,,,12.00992397885732,-126.40040885456902,3.8783363887861357,-18.066679131808137,24.428720139011862,-31.197487498550224,"3.12","1.57",,,,"88.8",2175,"7.4",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.13",,,,,,,,79,3,"Sinker",3,7,3,7,7,3,3,7,"Standard","Standard",242,"0","-0.073",,,,"0.073",,-4,-4,"0.039","0.039",26,26,26,26,1,4,,,,,"2.82","1.46","-1.46",,,,,,
"CH","2024-07-09","75.7","-3.56","3.57","Jacob, Alek",669899,689690,,"ball",,,,,13,"Ryan Ward strikes out swinging.","R","L","R","OKC","ELP","B",,,0,1,2024,"-1.29","0.15","-1.26","2.33",,702789,682183,1,9,"Bot",,,,,,,7.216444947744938,-109.94443198092804,4.3642026231066655,-11.788260083536088,19.906128509297755,-32.026954812994816,"3.12","1.57",,,,"76.6",2021,"7.1",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.4",,,,,,,,79,2,"Changeup",3,7,3,7,7,3,3,7,"Standard","Standard",283,"0","0.049",,,,"-0.049",,-4,-4,"0.039","0.039",26,26,26,26,1,4,,,,,"3.85","1.29","-1.29",,,,,,
"SI","2024-07-09","86.9","-3.37","3.75","Jacob, Alek",669899,689690,,"called_strike",,,,,9,"Ryan Ward strikes out swinging.","R","L","R","OKC","ELP","S",,,0,0,2024,"-1.56","0.2","0.39","1.87",,702789,682183,1,9,"Bot",,,,,,,12.370657434668047,-125.96678955529607,1.3389491026478906,-19.071987518353723,25.445352709891065,-30.536718838771186,"3.12","1.57",,,,"88",2175,"7.2",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.31",,,,,,,,79,1,"Sinker",3,7,3,7,7,3,3,7,"Standard","Standard",245,"0","-0.066",,,,"0.066",,-4,-4,"0.039","0.039",26,26,26,26,1,4,,,,,"2.84","1.56","-1.56",,,,,,
"CH","2024-07-09","74.5","-2.18","3.66","Jacob, Alek",686531,689690,"field_out","hit_into_play",,,,,7,"Andre Lipcius flies out to center fielder José Azocar.","R","R","R","OKC","ELP","X",8,"fly_ball",1,1,2024,"-1.28","0.08","-0.43","2.1",,702789,682183,0,9,"Bot",119.69,86.97,,,,,5.939385521501486,-108.1513612151506,4.0214551619139725,-11.121609759075131,19.2501192267085,-32.511673281064965,"3.22","1.63",280,"92.4",45,"75.6",1975,"7.2",751853,608700,688363,670148,676946,669200,672359,640492,666703,"53.27",0.009,0.013,"0",1,0,0,3,78,3,"Changeup",3,7,3,7,7,3,3,7,"Standard","Standard",287,"-0.042","-0.252",,,0.021,"0.252","92.4",-4,-4,"0.081","0.081",26,26,26,26,1,4,,,,,"4.05","1.28","1.28",,,,,,
