"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"ST","2024-06-13","71.1","-2.2","3.83","Jacob, Alek",679734,689690,,"foul_tip",,,,,7,"Julio Carreras doubles (9) on a ground ball to left fielder Tirso Ornelas. Connor Kaiser scores.","R","R","R","ABQ","ELP","S",,,0,0,2024,"1.13","-0.16","-0.32","1.83",663731,,,1,4,"Bot",,,,,,,1.8392934968774948,-103.5129927511339,3.9677951486509726,7.869371568579643,16.58289693523187,-34.16300240386672,"3.25","1.64",,,,"72.7",2198,"7.4",752081,608700,670148,688363,666703,669200,672359,669369,640458,"53.13",,,,,,,,31,1,"Sweeper",3,1,3,1,1,3,3,1,"Strategic","Standard",92,"0","-0.1",,,,"0.1",,2,2,"0.831","0.831",26,24,26,24,1,1,,,,,"4.65","-1.13","-1.13",,,,,,
"SI","2024-06-08","84.5","-2.24","3.7","Jacob, Alek",676811,689690,"field_out","hit_into_play",,,,,13,"Quincy Nieporte grounds out, shortstop Mason McCoy to first baseman Nate Mondou.","R","R","R","ELP","LV","X",6,"ground_ball",3,2,2024,"-1.33","0.08","-1.3","2.27",,,,0,7,"Top",117.79,162.91,,,,,4.940609638523839,-123.03539832568578,2.8354228481593706,-14.497677120338036,20.265379060640754,-32.016337252108265,"3.25","1.64",12,"55.2",-8,"86.7",2348,"7.3",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.25",0.114,0.117,"0",1,0,0,1,63,6,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",253,"0.001","-0.405",,,0.139,"0.405","88.0",-7,7,"0.007","0.993",26,29,26,30,1,3,,,,,"3.07","1.33","1.33",,,,,,
"SI","2024-06-08","84.3","-2.41","3.72","Jacob, Alek",676811,689690,,"foul",,,,,6,"Quincy Nieporte grounds out, shortstop Mason McCoy to first baseman Nate Mondou.","R","R","R","ELP","LV","S",,,3,1,2024,"-1.32","0.26","0.31","2.62",,,,0,7,"Top",,,,,,,9.150565141939845,-122.44045044465494,3.322598416788305,-14.989204584093653,20.34717190061748,-30.273370139820088,"3.25","1.64",299,"89",45,"86.6",2281,"7.5",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.01",,,,,,,,63,5,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",259,"0","-0.117",,,,"0.117","89.0",-7,7,"0.007","0.993",26,29,26,30,1,3,,,,,"2.91","1.32","1.32",,,,,,
"ST","2024-06-08","71.1","-2.56","3.69","Jacob, Alek",676811,689690,,"ball",,,,,13,"Quincy Nieporte grounds out, shortstop Mason McCoy to first baseman Nate Mondou.","R","R","R","ELP","LV","B",,,2,1,2024,"1.02","-0.17","-1.5","1.57",,,,0,7,"Top",,,,,,,0.3641350242582301,-103.55660860487161,3.699760698956978,7.319008463726633,16.25134403858076,-34.18849498092648,"3.25","1.64",,,,"72.5",2185,"7.2",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.31",,,,,,,,63,4,"Sweeper",8,15,15,8,15,8,15,8,"Standard","Standard",87,"0","0.159",,,,"-0.159",,-7,7,"0.007","0.993",26,29,26,30,1,3,,,,,"4.65","-1.02","-1.02",,,,,,
"SI","2024-06-08","85.3","-2.09","3.76","Jacob, Alek",676811,689690,,"ball",,,,,12,"Quincy Nieporte grounds out, shortstop Mason McCoy to first baseman Nate Mondou.","R","R","R","ELP","LV","B",,,1,1,2024,"-1.35","0.14","0.44","3.39",,,,0,7,"Top",,,,,,,8.836688830792097,-123.86920594626508,5.210249941801238,-15.578602673080448,21.503236809915506,-31.89126196002695,"3.16","1.59",,,,"87.2",2403,"7.3",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.17",,,,,,,,63,3,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",251,"0","0.076",,,,"-0.076",,-7,7,"0.007","0.993",26,29,26,30,1,3,,,,,"2.97","1.35","1.35",,,,,,
"ST","2024-06-08","72","-2.57","3.69","Jacob, Alek",676811,689690,,"foul",,,,,12,"Quincy Nieporte grounds out, shortstop Mason McCoy to first baseman Nate Mondou.","R","R","R","ELP","LV","S",,,1,0,2024,"1.02","0.46","0.85","2.39",,,,0,7,"Top",,,,,,,5.13415164890683,-104.80992635876672,4.092407907458627,6.839705325785332,15.408292316828604,-29.54132693662048,"3.16","1.59",189,"63.8",55,"73.5",2232,"7.1",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.38",,,,,,,,63,2,"Sweeper",8,15,15,8,15,8,15,8,"Standard","Standard",87,"0","-0.085",,,,"0.085","88.0",-7,7,"0.007","0.993",26,29,26,30,1,3,,,,,"3.89","-1.02","-1.02",,,,,,
"ST","2024-06-08","71.5","-2.27","3.81","Jacob, Alek",676811,689690,,"ball",,,,,12,"Quincy Nieporte grounds out, shortstop Mason McCoy to first baseman Nate Mondou.","R","R","R","ELP","LV","B",,,0,0,2024,"1.15","0.26","1.53","3.1",,,,0,7,"Top",,,,,,,5.62906527798249,-103.87530221503043,5.750990320771926,7.481730586519861,16.005077844973655,-31.41920311924148,"3.16","1.59",,,,"72.8",2263,"7.2",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.34",,,,,,,,63,1,"Sweeper",8,15,15,8,15,8,15,8,"Standard","Standard",89,"0","0.068",,,,"-0.068",,-7,7,"0.007","0.993",26,29,26,30,1,3,,,,,"4.19","-1.15","-1.15",,,,,,
"SI","2024-06-08","86.6","-2.05","3.73","Jacob, Alek",650968,689690,"grounded_into_double_play","hit_into_play",,,,,5,"Yohel Pozo grounds into a double play, second baseman Matthew Batten to first baseman Nate Mondou. Tyler Nevin out at 2nd. Yohel Pozo out at 1st.","R","R","R","ELP","LV","X",4,"ground_ball",3,2,2024,"-1.26","0.25","-0.02","2.23",,,663527,1,6,"Top",137.36,165.56,,,,,7.549208136578785,-126.00350558938491,2.091626832642131,-14.876964785997332,21.932613267492673,-30.02906226524986,"3.16","1.59",13,"103.1",-9,"88.8",2310,"7.3",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.19",0.297,0.228,"0",1,0,0,2,59,7,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",252,"0.003","-0.394",,,0.311,"0.394","103.1",-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"2.75","1.26","1.26",,,,,,
"SI","2024-06-08","87.1","-2.03","3.72","Jacob, Alek",650968,689690,,"ball",,,,,12,"Yohel Pozo grounds into a double play, second baseman Matthew Batten to first baseman Nate Mondou. Tyler Nevin out at 2nd. Yohel Pozo out at 1st.","R","R","R","ELP","LV","B",,,2,2,2024,"-1.27","0.23","1.2","2.48",,,663527,1,6,"Top",,,,,,,10.570864486256351,-126.53975314383494,2.707167467133398,-15.536912663758883,20.835206803572113,-30.33501412601913,"3.16","1.59",,,,"89.5",2411,"7.4",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.06",,,,,,,,59,6,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",252,"0","0.108",,,,"-0.108",,-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"2.74","1.27","1.27",,,,,,
"ST","2024-06-08","73.8","-2.33","3.72","Jacob, Alek",650968,689690,,"ball",,,,,14,"Yohel Pozo grounds into a double play, second baseman Matthew Batten to first baseman Nate Mondou. Tyler Nevin out at 2nd. Yohel Pozo out at 1st.","R","R","R","ELP","LV","B",,,1,2,2024,"0.91","0.08","2.37","2.27",,,663527,1,6,"Top",,,,,,,8.112821989551557,-107.22635979047263,4.247899189946061,5.84667182326404,16.184366389668405,-32.45781716535606,"3.16","1.59",,,,"75.4",2250,"7.2",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.26",,,,,,,,59,5,"Sweeper",8,15,15,8,15,8,15,8,"Standard","Standard",84,"0","0.048",,,,"-0.048",,-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"4.08","-0.91","-0.91",,,,,,
"ST","2024-06-08","72.2","-2.3","3.74","Jacob, Alek",650968,689690,,"foul",,,,,4,"Yohel Pozo grounds into a double play, second baseman Matthew Batten to first baseman Nate Mondou. Tyler Nevin out at 2nd. Yohel Pozo out at 1st.","R","R","R","ELP","LV","S",,,1,2,2024,"1.03","-0.06","-0.28","2.66",,,663527,1,6,"Top",,,,,,,2.2983263766412083,-105.08103295967011,5.434343938716379,7.323349595277226,16.162571631317128,-33.67763932138242,"3.16","1.59",30,"39.1",3,"73.6",2240,"7.1",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.38",,,,,,,,59,4,"Sweeper",8,15,15,8,15,8,15,8,"Standard","Standard",90,"0","0",,,,"0","88.0",-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"4.4","-1.03","-1.03",,,,,,
"SI","2024-06-08","86","-2.17","3.66","Jacob, Alek",650968,689690,,"ball",,,,,14,"Yohel Pozo grounds into a double play, second baseman Matthew Batten to first baseman Nate Mondou. Tyler Nevin out at 2nd. Yohel Pozo out at 1st.","R","R","R","ELP","LV","B",,,0,2,2024,"-1.34","0.11","1.05","2.22",,,663527,1,6,"Top",,,,,,,10.55895957763776,-124.89857399565263,2.6195309391601715,-15.961415940360313,21.735027391715963,-31.682552959963115,"3.16","1.59",,,,"88.2",2338,"7.4",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.05",,,,,,,,59,3,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",251,"0","0.037",,,,"-0.037",,-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"2.95","1.34","1.34",,,,,,
"CH","2024-06-08","71.5","-2.29","3.35","Jacob, Alek",650968,689690,,"foul",,,,,13,"Yohel Pozo grounds into a double play, second baseman Matthew Batten to first baseman Nate Mondou. Tyler Nevin out at 2nd. Yohel Pozo out at 1st.","R","R","R","ELP","LV","S",,,0,1,2024,"-1.27","-0.22","-0.86","1.87",,,663527,1,6,"Top",,,,,,,5.052538150119153,-103.96292455550157,5.032625282483478,-10.00737966269214,15.519213770116746,-34.75206321020773,"3.16","1.59",18,"96.8",-5,"73.2",2066,"7.3",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.16",,,,,,,,59,2,"Changeup",8,15,15,8,15,8,15,8,"Standard","Standard",287,"0","-0.068",,,,"0.068","96.8",-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"4.65","1.27","1.27",,,,,,
"SI","2024-06-08","84.6","-2.1","3.71","Jacob, Alek",650968,689690,,"foul_tip",,,,,1,"Yohel Pozo grounds into a double play, second baseman Matthew Batten to first baseman Nate Mondou. Tyler Nevin out at 2nd. Yohel Pozo out at 1st.","R","R","R","ELP","LV","S",,,0,0,2024,"-1.33","0.21","-0.44","2.8",,,663527,1,6,"Top",,,,,,,6.682422173041284,-123.09041770818556,3.840274342379041,-14.835465000928716,20.843817418324765,-30.923785335129274,"3.16","1.59",,,,"86.9",2344,"7.4",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.07",,,,,,,,59,1,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",256,"0","-0.062",,,,"0.062",,-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"2.94","1.33","1.33",,,,,,
"ST","2024-06-08","73","-2.3","3.69","Jacob, Alek",672478,689690,"strikeout","swinging_strike",,,,,14,"Jordan Diaz strikes out swinging.","R","R","R","ELP","LV","S",2,,0,2,2024,"0.96","0.45","1.99","2.2",,,663527,0,6,"Top",,,,,,,7.126362859308098,-106.1649314354489,3.591692123167779,6.2693577079756215,15.73540876058283,-29.479479178241025,"3.1","1.56",,,,"74.8",2291,"7.3",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.19",,0,"0",1,0,0,,58,3,"Sweeper",8,15,15,8,15,8,15,8,"Standard","Standard",91,"0.001","-0.15",,,,"0.15",,-7,7,"0.011","0.989",26,23,26,24,1,3,,,,,"3.78","-0.96","-0.96",,,,,,
"SI","2024-06-08","86.4","-2.13","3.7","Jacob, Alek",672478,689690,,"called_strike",,,,,6,"Jordan Diaz strikes out swinging.","R","R","R","ELP","LV","S",,,0,1,2024,"-1.46","0.34","0.66","2.55",,,663527,0,6,"Top",,,,,,,9.840653303557637,-125.53947330896627,2.8340093948353102,-17.305328361511215,22.078919992849563,-29.33708451949249,"3.1","1.56",,,,"88.8",2236,"7.6",752009,676882,670148,676946,666703,669200,688363,669369,640458,"52.94",,,,,,,,58,2,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",248,"0","-0.066",,,,"0.066",,-7,7,"0.011","0.989",26,23,26,24,1,3,,,,,"2.69","1.46","1.46",,,,,,
"SI","2024-06-08","86.6","-2.13","3.67","Jacob, Alek",672478,689690,,"called_strike",,,,,3,"Jordan Diaz strikes out swinging.","R","R","R","ELP","LV","S",,,0,0,2024,"-1.41","0.37","0.42","2.74",,,663527,0,6,"Top",,,,,,,9.151144439012427,-125.86739741786447,3.2437476837391066,-16.72665296873768,21.792684393712573,-29.012088147175238,"3.1","1.56",,,,"88.8",2344,"7.4",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.14",,,,,,,,58,1,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",250,"0","-0.064",,,,"0.064",,-7,7,"0.011","0.989",26,23,26,24,1,3,,,,,"2.64","1.41","1.41",,,,,,
"ST","2024-06-08","72.4","-2.4","3.59","Jacob, Alek",663527,689690,"walk","ball",,,,,14,"Tyler Nevin walks.","R","R","R","ELP","LV","B",,,3,2,2024,"0.99","0.45","1.94","2.4",,,,0,6,"Top",,,,,,,6.972040782973738,-105.27417237865012,4.2136717532555386,6.387655242872077,15.782847983017978,-29.691095652682797,"3.39","1.71",,,,,2214,,752009,676882,670148,676946,666703,669200,688363,669369,640458,"54.13",,0.689131,"0.7",1,0,0,,57,8,"Sweeper",8,15,15,8,15,8,15,8,"Standard","Standard",91,"-0.001","0.393",,,,"-0.393",,-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"3.87","-0.99","-0.99",,,,,,
"SI","2024-06-08","85.1","-2.27","3.77","Jacob, Alek",663527,689690,,"ball",,,,,11,"Tyler Nevin walks.","R","R","R","ELP","LV","B",,,2,2,2024,"-1.35","0.27","-1.32","4.07",,,,0,6,"Top",,,,,,,5.048308563222645,-123.69442370721615,6.580418319968739,-14.843034020185382,21.583685551941386,-30.785046716044725,"3.39","1.71",,,,"87.4",2217,"7.5",752009,676882,670148,676946,666703,669200,688363,669369,640458,"52.98",,,,,,,,57,7,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",254,"0","0.136",,,,"-0.136",,-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"2.86","1.35","1.35",,,,,,
"SI","2024-06-08","86.6","-2.1","3.65","Jacob, Alek",663527,689690,,"ball",,,,,14,"Tyler Nevin walks.","R","R","R","ELP","LV","B",,,1,2,2024,"-1.32","0.08","1.45","2.28",,,,0,6,"Top",,,,,,,11.373169794681054,-125.74924178010261,2.7905269489620945,-16.128832976851996,21.049622439638032,-32.04875076028561,"3.39","1.71",,,,"88.7",2243,"7.3",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.17",,,,,,,,57,6,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",259,"0","0.059",,,,"-0.059",,-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"2.93","1.32","1.32",,,,,,
"CH","2024-06-08","72.5","-2.34","3.5","Jacob, Alek",663527,689690,,"foul",,,,,8,"Tyler Nevin walks.","R","R","R","ELP","LV","S",,,1,2,2024,"-1.3","-0.12","-0.17","2.16",,,,0,6,"Top",,,,,,,6.6193197884002455,-105.29284640348895,4.945986437055571,-10.700775524034043,15.200720502576674,-34.013036824545104,"3.39","1.71",9,"74.5",-14,"73.7",2104,"7",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.52",,,,,,,,57,5,"Changeup",8,15,15,8,15,8,15,8,"Standard","Standard",279,"0","0",,,,"0","88.0",-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"4.42","1.3","1.3",,,,,,
"ST","2024-06-08","70.9","-2.22","3.77","Jacob, Alek",663527,689690,,"foul",,,,,1,"Tyler Nevin walks.","R","R","R","ELP","LV","S",,,1,2,2024,"1.22","0.15","-0.64","2.96",,,,0,6,"Top",,,,,,,1.0532570905021685,-103.1247168220281,5.77669809062688,8.537372455378785,16.841254459766542,-32.29095914613407,"3.39","1.71",90,"92.7",5,"71.3",2192,"6.6",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.89",,,,,,,,57,4,"Sweeper",8,15,15,8,15,8,15,8,"Standard","Standard",83,"0","0",,,,"0","92.7",-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"4.39","-1.22","-1.22",,,,,,
"SI","2024-06-08","84.3","-2.21","3.67","Jacob, Alek",663527,689690,,"called_strike",,,,,2,"Tyler Nevin walks.","R","R","R","ELP","LV","S",,,1,1,2024,"-1.21","0.21","0.06","3.38",,,,0,6,"Top",,,,,,,7.875516992461249,-122.52110142420447,5.367472970916606,-13.643715062330225,21.07515450576817,-31.20830910690404,"3.39","1.71",,,,"86.7",2151,"7.6",752009,676882,670148,676946,666703,669200,688363,669369,640458,"52.91",,,,,,,,57,3,"Sinker",8,15,15,8,15,8,15,8,"Standard","Standard",256,"0","-0.077",,,,"0.077",,-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"2.97","1.21","1.21",,,,,,
"CH","2024-06-08","73","-2.25","3.5","Jacob, Alek",663527,689690,,"ball",,,,,14,"Tyler Nevin walks.","R","R","R","ELP","LV","B",,,0,1,2024,"-1.14","0.12","1.15","2",,,,0,6,"Top",,,,,,,8.920706880619676,-105.83582089895104,4.197802491624367,-9.965281599842784,16.178155402055026,-32.15071045363321,"3.39","1.71",,,,"74.2",1992,"7.2",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.33",,,,,,,,57,2,"Changeup",8,15,15,8,15,8,15,8,"Standard","Standard",282,"0","0.052",,,,"-0.052",,-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"4.15","1.14","1.14",,,,,,
"ST","2024-06-08","70.7","-2.22","3.85","Jacob, Alek",663527,689690,,"called_strike",,,,,3,"Tyler Nevin walks.","R","R","R","ELP","LV","S",,,0,0,2024,"0.9","0.3","0.62","2.91",,,,0,6,"Top",,,,,,,4.087163444136482,-102.85469669983216,5.31167550700195,5.84973917914985,15.543117081720247,-31.05938636041989,"3.39","1.71",,,,"72",2138,"7.1",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.38",,,,,,,,57,1,"Sweeper",8,15,15,8,15,8,15,8,"Standard","Standard",94,"0","-0.07",,,,"0.07",,-7,7,"0.012","0.988",26,27,26,27,1,3,,,,,"4.23","-0.9","-0.9",,,,,,
"SI","2024-06-08","85","-2.22","3.69","Jacob, Alek",542208,689690,"grounded_into_double_play","hit_into_play",,,,,4,"Carlos Pérez grounds into a double play, shortstop Mason McCoy to second baseman Matthew Batten to first baseman Nate Mondou. Nick Allen out at 2nd. Carlos Pérez out at 1st.","R","R","R","ELP","LV","X",6,"ground_ball",2,2,2024,"-1.17","0.39","-0.46","2.54",,,669397,1,5,"Top",119.2,164.35,,,,,6.64181574641402,-123.77064362412767,2.8576629644306526,-13.260609515328452,21.109106209040792,-28.82041461533805,"3.15","1.59",37,"66.3",0,"87.7",2212,"7.6",752009,676882,670148,676946,666703,669200,688363,669369,640458,"52.89",0.117,0.092,"0",1,0,0,2,47,6,"Sinker",3,15,15,3,15,3,15,3,"Standard","Standard",253,"0.001","-0.286",,,0.129,"0.286","88.0",-12,12,"0.001","0.999",26,33,26,34,1,3,,,,,"2.72","1.17","1.17",,,,,,
"ST","2024-06-08","74","-2.32","3.57","Jacob, Alek",542208,689690,,"ball",,,,,14,"Carlos Pérez grounds into a double play, shortstop Mason McCoy to second baseman Matthew Batten to first baseman Nate Mondou. Nick Allen out at 2nd. Carlos Pérez out at 1st.","R","R","R","ELP","LV","B",,,1,2,2024,"0.99","0.21","1.28","1.61",,,669397,1,5,"Top",,,,,,,5.705326864489459,-107.66708412275456,2.928585713529371,6.746877478186612,17.836236846117327,-31.257270509614276,"3.15","1.59",,,,"75.3",2281,"7.1",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.36",,,,,,,,47,5,"Sweeper",3,15,15,3,15,3,15,3,"Standard","Standard",96,"0","0.048",,,,"-0.048",,-12,12,"0.001","0.999",26,33,26,34,1,3,,,,,"3.94","-0.99","-0.99",,,,,,
"CH","2024-06-08","71.6","-2.31","3.53","Jacob, Alek",542208,689690,,"foul",,,,,13,"Carlos Pérez grounds into a double play, shortstop Mason McCoy to second baseman Matthew Batten to first baseman Nate Mondou. Nick Allen out at 2nd. Carlos Pérez out at 1st.","R","R","R","ELP","LV","S",,,1,2,2024,"-1.1","0.38","-1.38","2.12",,,669397,1,5,"Top",,,,,,,3.7809009244816605,-104.12445456487104,4.140413760556617,-8.61060603961897,16.19047429351635,-30.265041409512172,"3.15","1.59",14,"20.2",20,"73.3",2019,"7.4",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.09",,,,,,,,47,4,"Changeup",3,15,15,3,15,3,15,3,"Standard","Standard",279,"0","0",,,,"0","88.0",-12,12,"0.001","0.999",26,33,26,34,1,3,,,,,"4.05","1.1","1.1",,,,,,
"CH","2024-06-08","72.8","-2.22","3.43","Jacob, Alek",542208,689690,,"swinging_strike",,,,,13,"Carlos Pérez grounds into a double play, shortstop Mason McCoy to second baseman Matthew Batten to first baseman Nate Mondou. Nick Allen out at 2nd. Carlos Pérez out at 1st.","R","R","R","ELP","LV","S",,,1,1,2024,"-1.37","-0.16","-0.98","1.42",,,669397,1,5,"Top",,,,,,,4.905783454851666,-105.93121993221737,3.654097909767408,-11.115304046997979,16.856314919318883,-34.15612446012049,"3.15","1.59",,,,"74.3",2242,"7.2",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.28",,,,,,,,47,3,"Changeup",3,15,15,3,15,3,15,3,"Standard","Standard",285,"0","-0.071",,,,"0.071",,-12,12,"0.001","0.999",26,33,26,34,1,3,,,,,"4.43","1.37","1.37",,,,,,
"FF","2024-06-08","88","-2.36","3.74","Jacob, Alek",542208,689690,,"called_strike",,,,,6,"Carlos Pérez grounds into a double play, shortstop Mason McCoy to second baseman Matthew Batten to first baseman Nate Mondou. Nick Allen out at 2nd. Carlos Pérez out at 1st.","R","R","R","ELP","LV","S",,,1,0,2024,"-1.2","0.74","0.47","2.31",,,669397,1,5,"Top",,,,,,,9.559929605145559,-127.93366131473903,1.070720569462439,-15.056430379386923,22.39475025068777,-24.336797550391434,"3.15","1.59",,,,"90.2",2350,"7.3",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.18",,,,,,,,47,2,"4-Seam Fastball",3,15,15,3,15,3,15,3,"Standard","Standard",249,"0","-0.069",,,,"0.069",,-12,12,"0.001","0.999",26,33,26,34,1,3,,,,,"2.17","1.2","1.2",,,,,,
"ST","2024-06-08","73.6","-2.46","3.65","Jacob, Alek",542208,689690,,"ball",,,,,14,"Carlos Pérez grounds into a double play, shortstop Mason McCoy to second baseman Matthew Batten to first baseman Nate Mondou. Nick Allen out at 2nd. Carlos Pérez out at 1st.","R","R","R","ELP","LV","B",,,0,0,2024,"1.16","0.15","0.93","1.46",,,669397,1,5,"Top",,,,,,,4.959939867406233,-107.18428522224191,2.6028059933633747,8.246162164494306,16.604186588603167,-31.642707932376073,"3.15","1.59",,,,"75.3",2267,"7.2",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.27",,,,,,,,47,1,"Sweeper",3,15,15,3,15,3,15,3,"Standard","Standard",91,"0","0.047",,,,"-0.047",,-12,12,"0.001","0.999",26,33,26,34,1,3,,,,,"4.02","-1.16","-1.16",,,,,,
"SI","2024-06-08","86.9","-2.3","3.61","Jacob, Alek",669397,689690,"walk","ball",,,,,11,"Chihuahuas challenged (pitch result), call on the field was upheld: Nick Allen walks.","R","R","R","ELP","LV","B",,,3,2,2024,"-1.21","0.22","-0.01","3.33",,,,1,5,"Top",,,,,,,8.136379039040925,-126.40479719544145,5.063869350604213,-14.493167378616999,20.442594796454657,-30.807134039364264,"3.03","1.53",,,,"89.4",2350,"7.4",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.13",,0.689131,"0.7",1,0,0,,46,10,"Sinker",3,15,15,3,15,3,15,3,"Standard","Standard",248,"0","0.354",,,,"-0.354",,-12,12,"0.001","0.999",26,25,26,26,1,3,,,,,"2.75","1.21","1.21",,,,,,
"SI","2024-06-08","86.5","-2.3","3.56","Jacob, Alek",669397,689690,,"foul",,,,,4,"Chihuahuas challenged (pitch result), call on the field was upheld: Nick Allen walks.","R","R","R","ELP","LV","S",,,3,2,2024,"-1.38","-0.06","-0.55","2.55",,,,1,5,"Top",,,,,,,7.1019889921299555,-125.81954277985587,3.9241948661346546,-16.061540337855188,21.102172923193784,-33.686798093940034,"3.03","1.53",3,"79.2",-39,"88.6",2299,"7.2",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.28",,,,,,,,46,9,"Sinker",3,15,15,3,15,3,15,3,"Standard","Standard",254,"0","0",,,,"0","88.0",-12,12,"0.001","0.999",26,25,26,26,1,3,,,,,"3.07","1.38","1.38",,,,,,
"SI","2024-06-08","86.6","-2.21","3.64","Jacob, Alek",669397,689690,,"foul",,,,,2,"Chihuahuas challenged (pitch result), call on the field was upheld: Nick Allen walks.","R","R","R","ELP","LV","S",,,3,2,2024,"-1.27","-0.03","-0.11","2.63",,,,1,5,"Top",,,,,,,7.766029968695023,-125.95825434720003,3.8893511427006464,-14.959363553349858,21.38577879145854,-33.35639374530926,"3.03","1.53",6,"100.9",-24,"89.1",2125,"7.5",752009,676882,670148,676946,666703,669200,688363,669369,640458,"53.02",,,,,,,,46,8,"Sinker",3,15,15,3,15,3,15,3,"Standard","Standard",253,"0","0",,,,"0","100.9",-12,12,"0.001","0.999",26,25,26,26,1,3,,,,,"3.03","1.27","1.27",,,,,,
